bloc,hassaniya_ar,hassaniya_norm,pulaar,english,sentiment,nuance
ethno,الناس وإگول ان اصحيح .,الناس واگول ان اصحيح .,,"She told him 'my son, I'm looking for a place to sleep, because my family is far away and I cannot reach them.'",neutre,non
ethno,و المرحل الثاني إعود لبلح اصفر واحمر و اتم الناس اتگلع,و المرحل الثاني اعود لبلح اصفر واحمر و اتم الناس اتگلع,,He suspected something about her and let her in with him; she had given her companions an appointment to come and open up for them.,negatif,non
ethno,إلين إطيب وإعود اتمر كامل ينگطع كامل ويندار في ازگايب,الين اطيب واعود اتمر كامل ينگطع كامل ويندار في ازگايب,,"Afterward the man caught on to her, 'the thief has fire in him,' he overpowered her, she confessed, he phoned the police and the gang was caught.",positif,non
ethno,و كلها يگبظ گرعت ويرجع شور بل امنين جاو امگيطنين .,و كلها يگبظ گرعت ويرجع شور بل امنين جاو امگيطنين .,,"Women and men joined in, all of them thieving from one another, and no one could shut an eye over what they had stolen.",negatif,non
ethno,(أ لا آ باش جات غزات),(ا لا ا باش جات غزات),,The seashore in Nouakchott.,neutre,non
ethno,هاذ السوق من اكبر اسواق العاصم ، إلين اتجيه اتشك,هاذ السوق من اكبر اسواق العاصم ، الين اتجيه اتشك,,"Anyone who goes to the seashore finds many fine things: the gleaming dunes, the crashing waves, and people coming from every corner of the town.",positif,non
ethno,ان سكان انواكشوط كاملين حصر فيه، وتتفكر بيك ذ من,ان سكان انواكشوط كاملين حصر فيه، وتتفكر بيك ذ من,,"Some are seeking shells, some are fishermen, and many are just strolling.",neutre,non
ethno,البشر وبيك ذ من مرسنديس وبيك طريقت عمل ذ الناس,البشر وبيك ذ من مرسنديس وبيك طريقت عمل ذ الناس,,"What is strange about the beach is that its people have their own ways and language: the fishermen wear yellow clothes, go into the sea on rafts of palm wood, bring back fish and sell it to the women.",neutre,non
ethno,ال ما امشكل اعليهم شي اسو هو شنه ،أبيع ابلا الفظ.,ال ما امشكل اعليهم شي اسو هو شنه ،ابيع ابلا الفظ.,,"I noticed that the fishermen and the women working on the seashore have Senegalese customs and language, though they are Mauritanians.",neutre,non
ethno,ويشر وابيع اجديد ولدرس ولا يكر آباتيگ الا كلها,ويشر وابيع اجديد ولدرس ولا يكر اباتيگ الا كلها,,"I asked an elderly Moor about it; he said: 'Boy, do not describe to me what you have not seen,' and 'blue has nothing but dust,' so do not get yourself into trouble and regret it later.",negatif,oui
ethno,يگعد وإبيع وال يوگف وابيع وال إباتر .,يگعد وابيع وال يوگف وابيع وال اباتر .,,The tale of the dispute.,neutre,non
ethno,<<ألا آباش جات غزات>>,<<الا اباش جات غزات>>,,"In olden times there was a wise man, rich in wealth, who lived long and had many sons.",positif,non
ethno,لأعمال الحر في انواكشوط,لاعمال الحر في انواكشوط,,"When he was about to die he called all his sons and asked them to bring a bundle of firewood, and they brought it.",neutre,non
ethno,<<ال باق يكذب إبعد اشهود >>,<<ال باق يكذب ابعد اشهود >>,,He called his eldest son before all of them and said 'break this bundle of firewood for me'; the son tried several times but could not break the bundle.,neutre,non
ethno,خالگ فئة من الشباب في انواكشوط ينگالها الحراگة وال,خالگ فئه من الشباب في انواكشوط ينگالها الحراگه وال,,"Their father said 'split it up, and each of you break a single stick'; one by one they split it and each broke a stick.",neutre,non
ethno,الكذاب، الواحد منهم إظل انهار كامل يسدر في الصالوهات,الكذاب، الواحد منهم اظل انهار كامل يسدر في الصالوهات,,"Their father said: 'O my sons, listen: the seated old man sees what the standing youth cannot; ask the experienced one, not the doctor.'",positif,non
ethno,والمحلات العموميه . إلين اج المد ما تعرف إگول ان هو,والمحلات العموميه . الين اج المد ما تعرف اگول ان هو,,"If you scatter and each goes his own way, you will be like the bundle that was split, each stick easily broken.'",negatif,oui
ethno,اسم وهو اتراب وان يعرف كل شي وعند كل شي ولا خالگ,اسم وهو اتراب وان يعرف كل شي وعند كل شي ولا خالگ,,"But if you stay together in one place, nothing can overturn you; my sons, I urge you only to stay united and know that a single ember gives no fire and one hand cannot clap.'",positif,non
ethno,حد اشبه من في الدنيا.,حد اشبه من في الدنيا.,,The women of Nouakchott and savings circles (asar).,neutre,non
ethno,والواقع ان هذ ال يحكى ما عند اساس ولاه خالگ يكون في,والواقع ان هذ ال يحكي ما عند اساس ولاه خالگ يكون في,,Few of Nouakchott's women are not part of a circle (asar).,neutre,non
ethno,خيال هو الواسع ،,خيال هو الواسع ،,,"An 'asar' is a group of women of similar age, brought together like a club with a leader, who have a fund into which each pays a sum of money every week.",neutre,non
ethno,هذ الناس عاجزين عن تحقيق احلامهم وعاد إحقوها في الخيال.,هذ الناس عاجزين عن تحقيق احلامهم وعاد احقوها في الخيال.,,They always meet on Fridays at the home of one of them.,neutre,non
ethno,وعجز عن تعويض النقص ال إعان من و عاد إعوضوه في الخيال .,وعجز عن تعويض النقص ال اعان من و عاد اعوضوه في الخيال .,,Among older women the circle's function is mutual support whenever one of them is in need.,positif,non
ethno,و إحاول بكل وسائلهم يدخل المجتمع وخاصة الناس ال ما,و احاول بكل وسائلهم يدخل المجتمع وخاصه الناس ال ما,,"When she names a newborn child, they come and help her hold the naming, organize it, bring her money and put on a celebration.",positif,non
ethno,كانت تعرفهم اصلا ، وهي الحك ال باقي يكذب إبعد اشهود،,كانت تعرفهم اصلا ، وهي الحك ال باقي يكذب ابعد اشهود،,,"And they always call together, cook food and greet the people.",positif,non
ethno,بغير بعد فات اعليهم بان <<الكذب تسگ يغير ما اتحوش >>,بغير بعد فات اعليهم بان <<الكذب تسگ يغير ما اتحوش >>,,"For the unmarried young women, the circle's function is to gather and chat, and when one of them marries they all come and organize her wedding.",positif,non
ethno,و <<لكذيب الا يوگف >>,و <<لكذيب الا يوگف >>,,"They help her family, and their circle always wears matching clothes and takes turns serving drinks and food, clapping, dancing and singing at the wedding.",positif,non
ethno,والناس ال يكذب اعليها ادور الا تعگب تطالع اعلى كذبهم,والناس ال يكذب اعليها ادور الا تعگب تطالع اعلي كذبهم,,"Weddings, naming ceremonies, and 'Jaguar' in Nouakchott.",neutre,non
ethno,ولا اتلات تصنت الهم.,ولا اتلات تصنت الهم.,,"Jaguar' is a magical word taken from France's Jaguar jets in the desert war, when people would imitate the plane's roar with a guitar, and it became drumming and dancing without equal.",positif,non
ethno,<< ال كثر ينفطل>>,<< ال كثر ينفطل>>,,"From that time to today, no wedding or naming has taken place in Nouakchott or any large town without a band with a guitarist and 'gorjiginat' (the exceptional men).",positif,oui
ethno,اشويبات وامفيگرش في انواكشوط عاد الا كيف امردت لغراب,اشويبات وامفيگرش في انواكشوط عاد الا كيف امردت لغراب,,Saying: 'We who sing do not get bogged down (we keep going).',positif,non
